partType,name,image,url,sizeType,storageType,brand,socket,speed,coreCount,threadCount,power,VRAM,resolution,size,space,productId,precio_ficticio,price_category
memory,TEAMGROUP T-Force Delta RGB 32 GB (2 x 16 GB) DDR4-4000 CL18 Memory (TF4D432G4000HC18LDC01),https://m.media-amazon.com/images/I/41aVm2opnhL.jpg,https://pcpartpicker.com/product/3X7G3C/team-t-force-delta-rgb-32-gb-2-x-16-gb-ddr4-4000-cl18-memory-tf4d432g4000hc18ldc01,,DDR4,,,,,,,,,32.0,,6210,64.15899752863471,barato
gpu,XFX Speedster SWFT 210 Core Radeon RX 7600 8 GB Video Card (RX-76PSWFTFY),https://m.media-amazon.com/images/I/41qsQY8oXcL.jpg,https://pcpartpicker.com/product/6jn9TW/xfx-speedster-swft-210-core-radeon-rx-7600-xt-8-gb-video-card-rx-76pswftfy,,,AMD,,,,,200.0,8.0,1080p/1440p,,,4970,598.7761459143835,caro
gpu,Gigabyte AORUS MASTER GeForce RTX 3070 Ti 8 GB Video Card (GV-N307TAORUS M-8GD),https://m.media-amazon.com/images/I/41B5eF8rX0S.jpg,https://pcpartpicker.com/product/DBvdnQ/gigabyte-geforce-rtx-3070-ti-8-gb-aorus-master-video-card-gv-n307taorus-m-8gd,,,NVIDIA,,,,,300.0,8.0,1440p,,,4232,624.0710384996927,caro
psu,ARESGAME AGS 750 W 80+ Gold Certified Semi-modular ATX Power Supply (AGS750),https://m.media-amazon.com/images/I/41c5u15pCfL.jpg,https://pcpartpicker.com/product/cwgFf7/aresgame-ags-750-w-80-gold-certified-semi-modular-atx-power-supply-ags750,ATX,,,,,,,750.0,,,,,10891,198.98525337722228,caro
motherboard,Biostar H410MHG Micro ATX LGA1200 Motherboard (H410MHG),https://cdna.pcpartpicker.com/static/forever/images/product/d830d9bcbdaef4001a028b09f1921e59.256p.jpg,https://pcpartpicker.com/product/TdpmP6/biostar-h410mhg-micro-atx-lga1200-motherboard-h410mhg,ATX,,Intel,LGA 1200,,,,,,,,,8099,119.3678230103625,barato
storage,Addlink S90 Lite 1 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive (ad1TBS90LTM2P),https://m.media-amazon.com/images/I/41N0j1w0ZAL.jpg,https://pcpartpicker.com/product/BW4Zxr/addlink-s90-lite-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-ad1tbs90ltm2p,,NVME,,,,,,,,,,1000.0,12269,454.4972154779174,caro
motherboard,MSI A520M PRO-C DASH Micro ATX AM4 Motherboard (A520M PRO-C DASH),https://m.media-amazon.com/images/I/51ghAuO3E2S.jpg,https://pcpartpicker.com/product/XCstt6/msi-a520m-pro-c-dash-micro-atx-am4-motherboard-a520m-pro-c-dash,ATX,,AMD,AM4,,,,,,,,,9341,104.81879890990007,barato
psu,Super Flower Leadex Platinum 1600 W 80+ Platinum Certified Fully Modular ATX Power Supply (SF-1600F14HP),https://cdna.pcpartpicker.com/static/forever/images/product/9758ce0c385ec9392c94a8dd6d67b5c7.256p.jpg,https://pcpartpicker.com/product/VC6p99/super-flower-leadex-platinum-1600-w-80-platinum-certified-fully-modular-atx-power-supply-sf-1600f14hp,ATX,,,,,,,1600.0,,,,,11848,373.2929113959872,muy caro
motherboard,MSI K9N6PGM2-V2 Micro ATX AM3/AM2+/AM2 Motherboard (K9N6PGM2-V2),https://images-na.ssl-images-amazon.com/images/I/61YBSH6ksIL.jpg,https://pcpartpicker.com/product/yG4gXL/msi-motherboard-k9n6pgm2v2,ATX,,AMD,AM3,,,,,,,,,8872,53.976846031380965,barato
psu,Thermaltake Toughpower DPS G 850 W 80+ Gold Certified Fully Modular ATX Power Supply (PS-TPG-0850DPCGUS-1),https://m.media-amazon.com/images/I/511sXd46pEL.jpg,https://pcpartpicker.com/product/t93RsY/thermaltake-power-supply-pstpg0850dpcgus1,ATX,,,,,,,850.0,,,,,11341,226.96200103257968,caro
memory,Kingston HyperX Fury 32 GB (2 x 16 GB) DDR4-3200 CL16 Memory (HX432C16FB3K2/32),https://cdna.pcpartpicker.com/static/forever/images/product/965270ddabf51915723e2918132e4701.256p.jpg,https://pcpartpicker.com/product/LxVG3C/kingston-hyperx-fury-32-gb-2-x-16-gb-ddr4-3200-memory-hx432c16fb3k232,,DDR4,,,,,,,,,32.0,,6118,64.61308558690044,barato
psu,EVGA 650 BQ 650 W 80+ Bronze Certified Semi-modular ATX Power Supply (110-BQ-0650-V1),https://m.media-amazon.com/images/I/51qTcBIn0hL.jpg,https://pcpartpicker.com/product/8RvZxr/evga-650-bq-650-w-80-bronze-certified-semi-modular-atx-power-supply-110-bq-0650-v1,ATX,,,,,,,650.0,,,,,10376,87.22869208152417,barato
memory,G.Skill Ripjaws X 16 GB (4 x 4 GB) DDR3-1600 CL9 Memory (F3-12800CL9Q-16GBXL),https://m.media-amazon.com/images/I/41ZGmAxPU0L.jpg,https://pcpartpicker.com/product/QmTmP6/gskill-memory-f312800cl9q16gbxl,,DDR3,,,,,,,,,16.0,,5439,285.46433849273694,caro
motherboard,Asus M4N75TD ATX AM3 Motherboard (M4N75TD),https://images-na.ssl-images-amazon.com/images/I/51i5cpRa2qL.jpg,https://pcpartpicker.com/product/Gqn2FT/asus-motherboard-m4n75td,ATX,,AMD,AM3,,,,,,,,,8673,122.32189417818044,barato
gpu,KFA2 (1-Click OC) GeForce RTX 2060 SUPER 8 GB Video Card (26ISL6HP39SK),https://m.media-amazon.com/images/I/41mBRnB-DwL.jpg,https://pcpartpicker.com/product/kcPgXL/kfa2-geforce-rtx-2060-super-8-gb-1-click-oc-video-card-26isl6hp39sk,,,NVIDIA,,,,,160.0,8.0,1080p,,,3488,396.8595695706689,intermedio
psu,Silverstone NJ700 700 W 80+ Titanium Certified Fully Modular Fanless ATX Power Supply (SST-NJ700),https://cdna.pcpartpicker.com/static/forever/images/product/853c64e89cc2059ebe32cfeb7158812d.256p.jpg,https://pcpartpicker.com/product/9PhFf7/silverstone-nightjar-700-w-80-titanium-certified-fully-modular-fanless-atx-power-supply-sst-nj700,ATX,,,,,,,700.0,,,,,10689,59.124812545707755,barato
motherboard,ASRock AB350M Pro4 Micro ATX AM4 Motherboard (AB350M Pro4),https://cdna.pcpartpicker.com/static/forever/images/product/faeb91e2c36087bf4a1ea92f7c48ffbc.256p.jpg,https://pcpartpicker.com/product/dWL7YJ/asrock-ab350m-pro4-micro-atx-am4-motherboard-ab350m-pro4,ATX,,AMD,AM4,,,,,,,,,9118,95.04852833649716,barato
psu,Zalman ACRUX 750 W 80+ Platinum Certified Fully Modular ATX Power Supply (ZM750-ARX),https://m.media-amazon.com/images/I/31GUiXWYvUL.jpg,https://pcpartpicker.com/product/RMfnTW/zalman-acrux-750-w-80-platinum-certified-fully-modular-atx-power-supply-zm750-arx,ATX,,,,,,,750.0,,,,,10995,314.83385433282547,muy caro
psu,Cougar GEX 850 W 80+ Gold Certified Fully Modular ATX Power Supply (GEX850),https://m.media-amazon.com/images/I/41cJm4uwTsL.jpg,https://pcpartpicker.com/product/6TMMnQ/cougar-gex-850-w-80-gold-certified-fully-modular-atx-power-supply-gex850,ATX,,,,,,,850.0,,,,,11249,214.8332829216662,caro
storage,"Dell 342-3520 1 TB 2.5"" 7200 RPM Internal Hard Drive (342-3520)",https://m.media-amazon.com/images/I/51VPPihxLwL.jpg,https://pcpartpicker.com/product/rGX2FT/dell-internal-hard-drive-3423520,,HDD,,,,,,,,,,1000.0,13540,120.45441610402648,barato
gpu,EVGA XC ULTRA BLACK GAMING GeForce GTX 1660 Ti 6 GB Video Card (06G-P4-1265-KR),https://cdna.pcpartpicker.com/static/forever/images/product/a02999f9314dbb405e987ac0bc3b1457.256p.jpg,https://pcpartpicker.com/product/vcqBD3/evga-geforce-gtx-1660-ti-6-gb-xc-ultra-black-gaming-video-card-06g-p4-1265-kr,,,NVIDIA,,,,,125.0,6.0,1080p,,,3133,293.7243275122812,barato
cpu,AMD Phenom II X3 720 Black 2.8 GHz Triple-Core Processor (HDZ720WFGIBOX),https://m.media-amazon.com/images/I/41aBVQMahfL.jpg,https://pcpartpicker.com/product/pcsKHx/amd-cpu-hdz720wfgibox,,,AMD,AM3,2.8,3.0,3.0,95.0,,,,,2782,143.8983823974799,barato
motherboard,Gigabyte GA-880GM-USB3 Micro ATX AM3 Motherboard (GA-880GM-USB3),https://images-na.ssl-images-amazon.com/images/I/61dIhiquMML.jpg,https://pcpartpicker.com/product/W4W9TW/gigabyte-motherboard-ga880gmusb3,ATX,,AMD,AM3,,,,,,,,,8676,70.57247164349404,barato
motherboard,ASRock B365M Phantom Gaming 4 Micro ATX LGA1151 Motherboard (B365M Phantom Gaming 4),https://cdna.pcpartpicker.com/static/forever/images/product/3d0183f7146432b70384e9235129adee.256p.jpg,https://pcpartpicker.com/product/bPrmP6/asrock-b365m-phantom-gaming-4-micro-atx-lga1151-motherboard-b365m-phantom-gaming-4,ATX,,Intel,LGA 1151,,,,,,,,,7226,116.54934993800113,barato
cpu,Intel Core i5-7600T 2.8 GHz Quad-Core Processor (BXC80677I57600T),https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,https://pcpartpicker.com/product/fjKhP6/intel-core-i5-7600t-28ghz-quad-core-processor-bxc80677i57600t,,,Intel,LGA 1151,2.8,4.0,4.0,50.0,,,,,2480,296.5919473855083,intermedio
psu,Corsair AX1000 1000 W 80+ Titanium Certified Fully Modular ATX Power Supply (CP-9020152-NA),https://m.media-amazon.com/images/I/416gNawEYEL.jpg,https://pcpartpicker.com/product/nhHRsY/corsair-ax1000-1000-w-80-titanium-certified-fully-modular-atx-power-supply-cp-9020152-na,ATX,,,,,,,1000.0,,,,,11471,62.80090502219204,barato
motherboard,Gigabyte B760 GAMING X AX DDR4 ATX LGA1700 Motherboard (B760 GAMING X AX DDR4),https://cdna.pcpartpicker.com/static/forever/images/product/6d2f9d2b94400d40c34d12a26bd24fea.256p.jpg,https://pcpartpicker.com/product/GxZ9TW/gigabyte-b760-gaming-x-ax-ddr4-atx-lga1700-motherboard-b760-gaming-x-ax-ddr4,ATX,,Intel,LGA 1700,,,,,,,,,8339,105.35787595211289,barato
gpu,MSI TWIN FAN GeForce RTX 3060 Ti LHR 8 GB Video Card (GeForce RTX 3060 Ti TWIN FAN 8G LHR),https://static/forever/img/no-image.png,https://pcpartpicker.com/product/cHQcCJ/msi-geforce-rtx-3060-ti-lhr-8-gb-twin-fan-video-card-geforce-rtx-3060-ti-twin-fan-8g-lhr,,,NVIDIA,,,,,200.0,8.0,1080p/1440p,,,4211,538.4230645446626,caro
gpu,Gigabyte AERO OC GeForce RTX 4060 Ti 8 GB Video Card (GV-N406TAERO OC-8GD),https://cdna.pcpartpicker.com/static/forever/images/product/b4c4ffffc904f8a47896771fefea5482.256p.jpg,https://pcpartpicker.com/product/Zn6NnQ/gigabyte-aero-oc-geforce-rtx-4060-ti-8-gb-video-card-gv-n406taero-oc-8gd,,,NVIDIA,,,,,120.0,8.0,1080p/1440p,,,4047,2489.5334909771454,muy caro
gpu,Gigabyte GAMING OC PRO Rev 3.0 GeForce RTX 3060 Ti LHR 8 GB Video Card (GV-N306TGAMINGOC PRO-8GD (rev. 3.0)),https://m.media-amazon.com/images/I/41u39BtEipS.jpg,https://pcpartpicker.com/product/rMD7YJ/gigabyte-geforce-rtx-3060-ti-lhr-8-gb-gaming-oc-pro-rev-30-video-card-gv-n306tgamingoc-pro-8gd-rev-30,,,NVIDIA,,,,,200.0,8.0,1080p/1440p,,,4163,535.48998950852,caro
storage,TEAMGROUP T-Create Expert 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive (TM8FPF001T0C711),https://m.media-amazon.com/images/I/31Hp7TRWzrS.jpg,https://pcpartpicker.com/product/FpH7YJ/team-t-create-expert-1-tb-m2-2280-nvme-solid-state-drive-tm8fpf001t0c711,,NVME,,,,,,,,,,1000.0,12346,141.80521903438228,barato
memory,Kingston FURY Beast RGB 32 GB (2 x 16 GB) DDR4-3200 CL16 Memory (KF432C16BB1AK232),https://m.media-amazon.com/images/I/41ulXuXw-nL.jpg,https://pcpartpicker.com/product/BQwypg/kingston-fury-beast-rgb-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-kf432c16bb1ak232,,DDR4,,,,,,,,,32.0,,6505,55.62788524817724,barato
motherboard,Asus H170I-PLUS D3 Mini ITX LGA1151 Motherboard (H170I-PLUS D3),https://cdna.pcpartpicker.com/static/forever/images/product/bf1752bf1f12717770c435851b56da25.256p.jpg,https://pcpartpicker.com/product/vXvZxr/asus-motherboard-h170iplusd3,ITX,,Intel,LGA 1151,,,,,,,,,7797,112.02169564924743,barato
psu,Rosewill Tachyon 550 W 80+ Platinum Certified Semi-modular ATX Power Supply (Tachyon-550),https://m.media-amazon.com/images/I/410qqzPQr5L.jpg,https://pcpartpicker.com/product/7WFPxr/rosewill-tachyon-550-w-80-platinum-certified-semi-modular-atx-power-supply-tachyon-550,ATX,,,,,,,550.0,,,,,10180,361.69161679031254,muy caro
memory,Crucial CT102464BA160B 8 GB (1 x 8 GB) DDR3-1600 CL11 Memory (CT102464BA160B),https://static/forever/img/no-image.png,https://pcpartpicker.com/product/nF7wrH/crucial-memory-ct102464ba160b,,DDR3,,,,,,,,,8.0,,5558,40.222444788112966,barato
gpu,Asus KO OC GeForce RTX 3060 Ti 8 GB Video Card (KO-RTX3060TI-O8G-GAMING),https://m.media-amazon.com/images/I/41E5z7P+g+L.jpg,https://pcpartpicker.com/product/xKCFf7/asus-geforce-rtx-3060-ti-8-gb-ko-oc-video-card-ko-rtx3060ti-o8g-gaming,,,NVIDIA,,,,,200.0,8.0,1080p/1440p,,,4177,647.386597505857,caro
memory,Kingston HyperX Savage 8 GB (2 x 4 GB) DDR3-2400 CL11 Memory (HX324C11SRK2/8),https://cdna.pcpartpicker.com/static/forever/images/product/f149f70a2189bcb11417568514a494b2.256p.jpg,https://pcpartpicker.com/product/drx9TW/kingston-memory-hx324c11srk28,,DDR3,,,,,,,,,8.0,,5824,37.0948312891554,barato
memory,G.Skill Ripjaws V 64 GB (2 x 32 GB) DDR4-2666 CL18 Memory (F4-2666C18D-64GVK),https://cdna.pcpartpicker.com/static/forever/images/product/f32933ead8c97b0d50b26c83dc02ae6c.256p.jpg,https://pcpartpicker.com/product/VqbCmG/gskill-ripjaws-v-64-gb-2-x-32-gb-ddr4-2666-memory-f4-2666c18d-64gvk,,DDR4,,,,,,,,,64.0,,6167,30.313136721530547,barato
motherboard,Asus H110M-A/M.2 Micro ATX LGA1151 Motherboard (H110M-A/M.2),https://cdna.pcpartpicker.com/static/forever/images/product/56124c5a6db0007fc1cfacc956e2ba77.256p.jpg,https://pcpartpicker.com/product/jY98TW/asus-h110m-am2-micro-atx-lga1155-motherboard-h110m-am2,ATX,,Intel,LGA 1151,,,,,,,,,7212,135.83367879199932,barato
gpu,Asus TUF GAMING GeForce RTX 4070 Ti 12 GB Video Card (TUF-RTX4070TI-12G-GAMING),https://m.media-amazon.com/images/I/418VXjd2QCL.jpg,https://pcpartpicker.com/product/kVqPxr/asus-tuf-gaming-geforce-rtx-4070-ti-12-gb-video-card-tuf-rtx4070ti-12g-gaming,,,NVIDIA,,,,,200.0,12.0,1440p,,,4376,2424.083815445241,muy caro
motherboard,MSI MPG B550 GAMING EDGE WIFI ATX AM4 Motherboard (MPG B550 GAMING EDGE WIFI),https://cdna.pcpartpicker.com/static/forever/images/product/e1677ccd8b20b24c91fd17885a1b8b8a.256p.jpg,https://pcpartpicker.com/product/2f4BD3/msi-mpg-b550-gaming-edge-wifi-atx-am4-motherboard-mpg-b550-gaming-edge-wifi,ATX,,AMD,AM4,,,,,,,,,9056,107.71511430939339,barato
storage,"SanDisk SSD PLUS 2 TB 2.5"" Solid State Drive (SDSSDA-2T00-G26)",https://cdna.pcpartpicker.com/static/forever/images/product/67e8a5989e6fe70dfbaf3b4b8d03c03a.256p.jpg,https://pcpartpicker.com/product/FL3mP6/sandisk-ssd-plus-2-tb-25-solid-state-drive-sdssda-2t00-g26,,SATA,,,,,,,,,,2000.0,13063,68.10809323369946,barato
cpu,AMD Athlon II X3 440 3 GHz Triple-Core OEM/Tray Processor (ADX440WFK32GM),https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,https://pcpartpicker.com/product/qtDwrH/amd-cpu-adx440wfk32gm,,,AMD,AM3,3.0,3.0,2.0,95.0,,,,,2738,105.27560685371618,barato
psu,Silverstone Strider 650 W 80+ Bronze Certified ATX Power Supply (ST65EF),https://images-na.ssl-images-amazon.com/images/I/41jlKt%2BgwbL.jpg,https://pcpartpicker.com/product/jktCmG/silverstone-power-supply-st65ef,ATX,,,,,,,650.0,,,,,10650,67.71626668109639,barato
psu,Thermaltake Toughpower PF3 750 W 80+ Platinum Certified Fully Modular ATX Power Supply (PS-TPD-0750FNFAPU-3),https://m.media-amazon.com/images/I/416jEocEh8L.jpg,https://pcpartpicker.com/product/t8MMnQ/thermaltake-toughpower-pf3-750-w-80-platinum-certified-fully-modular-atx-power-supply-ps-tpd-0750fnfapu-3,ATX,,,,,,,750.0,,,,,11014,272.11934431012,muy caro
motherboard,Gigabyte GA-B150N Phoenix-WIFI Mini ITX LGA1151 Motherboard (GA-B150N Phoenix-WIFI),https://m.media-amazon.com/images/I/61Wp5wKImfL.jpg,https://pcpartpicker.com/product/Kxs8TW/gigabyte-motherboard-gab150nphoenixwifi,ITX,,Intel,LGA 1151,,,,,,,,,7812,93.99781609817276,barato
cpu,Intel Core i5-7600T 2.8 GHz Quad-Core Processor (BX80677I57600T),https://cdna.pcpartpicker.com/static/forever/images/product/af30c4076a25b69d6f721172010cc0ec.256p.jpg,https://pcpartpicker.com/product/4hx9TW/intel-core-i5-7600t-28ghz-quad-core-processor-bx80677i57600t,,,Intel,LGA 1151,2.8,4.0,4.0,50.0,,,,,2470,261.2993118783504,intermedio
storage,"Seagate BarraCuda 120 1 TB 2.5"" Solid State Drive (ZA1000CM1A003)",https://cdna.pcpartpicker.com/static/forever/images/product/8e988ffd916a4a2b85a5359d126823a8.256p.jpg,https://pcpartpicker.com/product/TLyqqs/seagate-barracuda-120-1-tb-25-solid-state-drive-za1000cm1a003,,SATA,,,,,,,,,,1000.0,12897,132.04481747777479,barato
memory,Corsair Vengeance RGB Pro 32 GB (2 x 16 GB) DDR4-3600 CL18 Memory (CMW32GX4M2D3600C18),https://cdna.pcpartpicker.com/static/forever/images/product/c094a65328322a162b21b4ed62e1fafe.256p.jpg,https://pcpartpicker.com/product/xn848d/corsair-vengeance-rgb-pro-32-gb-2-x-16-gb-ddr4-3600-memory-cmw32gx4m2d3600c18,,DDR4,,,,,,,,,32.0,,6054,35.60515682524111,barato
psu,OCZ Fatal1ty 1000 W 80+ Gold Certified Semi-modular ATX Power Supply (OCZ-FTY1000W),https://images-na.ssl-images-amazon.com/images/I/51SaKrG09uL.jpg,https://pcpartpicker.com/product/8wBv6h/ocz-power-supply-oczfty1000w,ATX,,,,,,,1000.0,,,,,11562,174.68747338490323,caro
gpu,Gainward Founders Edition GeForce GTX 1080 8 GB Video Card (426018336-3620),https://images-na.ssl-images-amazon.com/images/I/317mf-WJj9L.jpg,https://pcpartpicker.com/product/pZwqqs/gainward-video-card-4260183363620,,,NVIDIA,,,,,175.0,8.0,1080p,,,3569,217.3582621912846,barato
gpu,Inno3D Twin X2 OC GeForce RTX 3070 8 GB Video Card (N30702-08D6X-1710VA32L),https://m.media-amazon.com/images/I/41N8FNKkuCS.jpg,https://pcpartpicker.com/product/w3BG3C/inno3d-geforce-rtx-3070-8-gb-twin-x2-oc-video-card-n30702-08d6x-1710va32l,,,NVIDIA,,,,,300.0,8.0,1440p,,,4338,543.1169014674958,caro
gpu,PNY Blower GeForce RTX 2060 6 GB Video Card (VCG20606BLMPB),https://cdna.pcpartpicker.com/static/forever/images/product/0c1d23c30b29adbc8b9db769bd8a11fd.256p.jpg,https://pcpartpicker.com/product/dr3H99/pny-geforce-rtx-2060-6-gb-blower-video-card-vcg20606blmpb,,,NVIDIA,,,,,160.0,6.0,1080p,,,3315,418.17426329669445,intermedio
motherboard,ASRock Q370M VPRO Micro ATX LGA1151 Motherboard (Q370M VPRO),https://cdna.pcpartpicker.com/static/forever/images/product/0897fd991e5777f2c08416e424a54332.256p.jpg,https://pcpartpicker.com/product/xgNv6h/asrock-q370m-vpro-micro-atx-lga1151-motherboard-q370m-vpro,MicroATX,,Intel,LGA 1151,,,,,,,,,7728,105.40506975669894,barato
storage,Crucial T700 4 TB M.2-2280 PCIe 5.0 X4 NVME Solid State Drive (CT4000T700SSD3),https://cdna.pcpartpicker.com/static/forever/images/product/708ad07de98d1fb30d2435a7ef47b3ab.256p.jpg,https://pcpartpicker.com/product/xhkH99/crucial-t700-4-tb-m2-2280-pcie-50-x4-nvme-solid-state-drive-ct4000t700ssd3,,NVME,,,,,,,,,,2000.0,12696,146.24780522479455,barato
storage,"Western Digital Caviar Green 1 TB 3.5"" 5400 RPM Internal Hard Drive (WD10EZRX)",https://images-na.ssl-images-amazon.com/images/I/51rpntPX04L.jpg,https://pcpartpicker.com/product/xQ4gXL/western-digital-internal-hard-drive-wd10ezrx,,HDD,,,,,,,,,,1000.0,13441,108.6492592904728,barato
motherboard,Gigabyte Z790 AORUS ELITE AX DDR4 ATX LGA1700 Motherboard (Z790 AORUS ELITE AX DDR4),https://cdna.pcpartpicker.com/static/forever/images/product/644bc466ea862b254a71b1e5ce666981.256p.jpg,https://pcpartpicker.com/product/LtjBD3/gigabyte-z790-aorus-elite-ax-ddr4-atx-lga1700-motherboard-z790-aorus-elite-ax-ddr4,ATX,,Intel,LGA 1700,,,,,,,,,8276,61.09148524835286,barato
storage,"Samsung Spinpoint F1 EG 1 TB 3.5"" 5400 RPM Internal Hard Drive (HA103UI)",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,https://pcpartpicker.com/product/j3JwrH/samsung-internal-hard-drive-ha103ui,,HDD,,,,,,,,,,1000.0,13607,75.50077014878082,barato
psu,Silverstone Strider 1200 W 80+ Certified Fully Modular ATX Power Supply (ST1200),https://images-na.ssl-images-amazon.com/images/I/41SxdjY7teL.jpg,https://pcpartpicker.com/product/mhphP6/silverstone-power-supply-st1200,ATX,,,,,,,1200.0,,,,,11757,62.6036352620955,barato
storage,"Western Digital Caviar Blue 500 GB 3.5"" 7200 RPM Internal Hard Drive (WD5000AAKB)",https://m.media-amazon.com/images/I/51BeHpc+cGL.jpg,https://pcpartpicker.com/product/wYGkcf/western-digital-internal-hard-drive-wd5000aakb,,HDD,,,,,,,,,,500.0,13331,95.75173684615086,barato
psu,SHARKOON WPM Bronze 700 W 80+ Bronze Certified Semi-modular ATX Power Supply (WPM700),https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,https://pcpartpicker.com/product/YWtWGX/sharkoon-wpm-bronze-700w-80-bronze-certified-semi-modular-atx-power-supply-wpm700,ATX,,,,,,,700.0,,,,,10708,53.368778935309244,barato
memory,Kingston FURY Beast 16 GB (2 x 8 GB) DDR4-3600 CL17 Memory (KF436C17BBK2/16),https://m.media-amazon.com/images/I/41XJ679agFL.jpg,https://pcpartpicker.com/product/DBH7YJ/kingston-fury-beast-16-gb-2-x-8-gb-ddr4-3600-cl17-memory-kf436c17bbk216,,DDR4,,,,,,,,,16.0,,6039,41.5289078777584,barato
motherboard,Asus PRIME B460I-PLUS Mini ITX LGA1200 Motherboard (PRIME B460I-PLUS),https://cdna.pcpartpicker.com/static/forever/images/product/58bcd7502bb4695bb93e01f686bec082.256p.jpg,https://pcpartpicker.com/product/xpsnTW/asus-prime-b460i-plus-mini-itx-lga1200-motherboard-prime-b460i-plus,ITX,,Intel,LGA 1200,,,,,,,,,8155,140.38534368037384,barato
cpu,AMD Ryzen 7 PRO 7745 3.8 GHz 8-Core OEM/Tray Processor (100-000000599),https://cdna.pcpartpicker.com/static/forever/images/product/0060e87b1c0093626f67e76793e68c41.256p.jpg,https://pcpartpicker.com/product/6988TW/amd-ryzen-7-pro-7745-38-ghz-8-core-oemtray-processor-100-000000599,,,AMD,AM5,3.8,8.0,16.0,100.0,,,,,2894,186.49264548960832,barato
psu,be quiet! System Power 9 500 W 80+ Bronze Certified ATX Power Supply (BN246),https://cdna.pcpartpicker.com/static/forever/images/product/7649110de6794d36c672cbe849689cad.256p.jpg,https://pcpartpicker.com/product/b37v6h/be-quiet-system-power-9-500-w-80-bronze-certified-atx-power-supply-bn246,ATX,,,,,,,500.0,,,,,9824,87.96712091851758,barato
psu,Xion XON-1100P14HE 1100 W ATX Power Supply (XON-1100P14HE),https://images-na.ssl-images-amazon.com/images/I/61VWhzilpSL.jpg,https://pcpartpicker.com/product/crjG3C/xion-power-supply-xon1100p14he,ATX,,,,,,,1100.0,,,,,11674,96.34093813590704,barato
storage,"TEAMGROUP T-Force Delta Max RGB Lite 1 TB 2.5"" Solid State Drive (T253TM001T0C325)",https://cdna.pcpartpicker.com/static/forever/images/product/8db878b81924384ab0d46341eaaff454.256p.jpg,https://pcpartpicker.com/product/2B3gXL/teamgroup-delta-max-rgb-lite-1-tb-25-solid-state-drive-t253tm001t0c325,,SATA,,,,,,,,,,1000.0,12894,94.4762145068768,barato
psu,SeaSonic PRIME SNOWSILENT 650 W 80+ Platinum Certified Fully Modular ATX Power Supply (SSR-650PD2-SNOWSILENT),https://cdna.pcpartpicker.com/static/forever/images/product/9de36571ecdd6311d59fdc348be169f6.256p.jpg,https://pcpartpicker.com/product/yJgzK8/seasonic-prime-snowsilent-650w-80-platinum-certified-fully-modular-atx-power-supply-ssr-650pd2-snowsilent,ATX,,,,,,,650.0,,,,,10510,318.9888155374075,muy caro
